end_date,sample_size_harris,pct_harris,sample_var_harris,bias_var_harris,time_since_var_harris,total_var_harris,sample_size_trump,pct_trump,sample_var_trump,bias_var_trump,time_since_var_trump,total_var_trump
2024-05-13,693.0,0.41,0.0003490620490620491,0.0009,0.0954,0.09664906204906205,503.0,0.45,0.0004920477137176939,0.0009,0.0954,0.09679204771371769
2024-05-13,693.0,0.41,0.0003490620490620491,0.0009,0.0954,0.09664906204906205,693.0,0.49,0.0003606060606060606,0.0009,0.0954,0.09666060606060606
2024-05-13,693.0,0.41,0.0003490620490620491,0.0009,0.0954,0.09664906204906205,503.0,0.41,0.0004809145129224653,0.0009,0.0954,0.09678091451292246
2024-05-13,693.0,0.41,0.0003490620490620491,0.0009,0.0954,0.09664906204906205,693.0,0.47,0.00035945165945165946,0.0009,0.0954,0.09665945165945165
2024-05-13,693.0,0.41,0.0003490620490620491,0.0009,0.0954,0.09664906204906205,693.0,0.43,0.00035367965367965367,0.0009,0.0954,0.09665367965367966
2024-05-16,,,,,,,488.0,0.44,0.0005049180327868853,0.0009,0.09269999999999999,0.09410491803278688
2024-05-16,,,,,,,488.0,0.49,0.0005120901639344262,0.0009,0.09269999999999999,0.09411209016393442
2024-05-19,,,,,,,600.0,0.42,0.000406,0.0009,0.09,0.091306
2024-05-19,,,,,,,600.0,0.45,0.00041250000000000005,0.0009,0.09,0.09131249999999999
2024-05-21,,,,,,,650.0,0.44,0.0003790769230769231,0.0009,0.0882,0.08947907692307693
2024-05-31,,,,,,,290.0,0.35,0.0007844827586206896,0.0009,0.07919999999999999,0.08088448275862069
2024-05-31,,,,,,,338.0,0.31,0.0006328402366863905,0.0009,0.07919999999999999,0.08073284023668638
2024-05-31,,,,,,,338.0,0.38,0.0006970414201183432,0.0009,0.07919999999999999,0.08079704142011834
2024-05-31,,,,,,,290.0,0.41,0.0008341379310344829,0.0009,0.07919999999999999,0.08093413793103447
2024-06-10,,,,,,,500.0,0.44,0.0004928,0.0009,0.0702,0.0715928
2024-06-18,,,,,,,1000.0,0.513,0.000249831,0.0009,0.063,0.064149831
2024-06-18,,,,,,,1000.0,0.43799999999999994,0.000246156,0.0009,0.063,0.064146156
2024-06-20,,,,,,,871.0,0.5,0.0002870264064293915,0.0009,0.0612,0.06238702640642939
2024-06-20,,,,,,,784.0,0.44,0.0003142857142857143,0.0009,0.0612,0.062414285714285714
2024-06-20,,,,,,,871.0,0.43,0.0002814006888633754,0.0009,0.0612,0.06238140068886337
2024-06-20,,,,,,,650.0,0.45,0.0003807692307692308,0.0009,0.0612,0.06248076923076923
2024-06-20,,,,,,,784.0,0.49,0.00031875,0.0009,0.0612,0.062418749999999995
2024-07-01,,,,,,,593.0,0.49,0.00042141652613827995,0.0009,0.0513,0.052621416526138276
2024-07-02,,,,,,,600.0,0.44,0.0004106666666666667,0.0009,0.0504,0.05171066666666667
2024-07-02,,,,,,,490.0,0.44,0.0005028571428571429,0.0009,0.0504,0.051802857142857144
2024-07-02,,,,,,,600.0,0.5,0.0004166666666666667,0.0009,0.0504,0.05171666666666667
2024-07-02,,,,,,,1000.0,0.47,0.0002491,0.0009,0.0504,0.0515491
2024-07-05,,,,,,,695.0,0.39,0.0003423021582733813,0.0009,0.0477,0.04894230215827338
2024-07-05,,,,,,,695.0,0.44,0.0003545323741007195,0.0009,0.0477,0.04895453237410072
2024-07-08,,,,,,,617.0,0.43,0.00039724473257698545,0.0009,0.045,0.046297244732576986
2024-07-08,,,,,,,617.0,0.47,0.0004037277147487844,0.0009,0.045,0.046303727714748784
2024-07-10,600.0,0.47,0.00041516666666666666,0.0009,0.0432,0.04451516666666667,600.0,0.48,0.000416,0.0009,0.0432,0.044516
2024-07-10,600.0,0.47,0.00041516666666666666,0.0009,0.0432,0.04451516666666667,600.0,0.46,0.0004140000000000001,0.0009,0.0432,0.044514000000000005
