date,harris_mean,harris_var,trump_mean,trump_var
2024-07-21,,,0.36217082004180273,0.022513478623910774
2024-07-22,,,0.36220557212403565,0.02271476358694389
2024-07-23,,,0.3622401517615805,0.022915259149043785
2024-07-24,,,0.36227456111013845,0.023114969954299448
2024-07-25,,,0.36230880226092016,0.023313900610054627
2024-07-26,0.4699726869238648,0.0006276416865824513,0.41843864996772345,0.0006075883710255654
2024-07-27,0.46998409226486376,0.0010776421753827799,0.4174627907692595,0.0010271918481526714
2024-07-28,0.4699887782297658,0.0015276423762098472,0.4165211276392802,0.001432412549788687
2024-07-29,0.46999133167190377,0.0019776424856430817,0.41562208222993136,0.001824317798900649
2024-07-30,0.4699929384764762,0.002427642554506135,0.41476525674519954,0.002203868505487129
2024-07-31,0.46999404274331663,0.002877642601831856,0.41394860046042126,0.002571932711711099
2024-08-01,0.4699948483482516,0.0033276426363577825,0.41316972260185275,0.002929296667475054
2024-08-02,0.46999546202280335,0.0037776426626581197,0.41242624228406344,0.003276674285848208
2024-08-03,0.469995945055502,0.004227642683359521,0.4117158969818629,0.0036147152988413055
2024-08-04,0.4699963351504879,0.004677642700077878,0.4110365747555955,0.003944012328502336
2024-08-05,0.4699966567762966,0.005127642713861841,0.41038631897412625,0.00426510704119101
2024-08-06,0.46999692650505204,0.0055776427254216445,0.40976332250653796,0.0045784955218736365
2024-08-07,0.46999715596004127,0.00602764273525543,0.4091659179926785,0.004884632981802581
2024-08-08,0.4699973535346852,0.006477642743722915,0.40859256696065704,0.005183937894272963
2024-08-09,0.469997525441554,0.006927642751090353,0.40804184899247786,0.005476795637992852
2024-08-10,0.4699976763774725,0.007377642757559034,0.4075124514536926,0.005763561715169515
2024-08-11,0.4699978099592104,0.007827642763283965,0.40700315998839826,0.006044564601144775
2024-08-12,0.4699979290170597,0.008277642768386445,0.4065128498326267,0.006320108273886298
2024-08-13,0.4699980357975889,0.008727642772962754,0.40604047792924985,0.006590474464531979
2024-08-14,0.46999813210675007,0.00917764277709029,0.405585075795893,0.006855924664232781
2024-08-15,0.46999821941285136,0.009627642780831978,0.405145743084841,0.007116701917538698
2024-08-16,0.46999829892194184,0.010077642784239513,0.40472164177104164,0.007373032428356764
2024-08-17,0.4699983716338619,0.010527642787355736,0.4043119909061722,0.007625127000944197
2024-08-18,0.4699984383845088,0.010977642790216478,0.40391606188081935,0.007873182335374549
2024-08-19,0.46999849987811515,0.011427642792851921,0.40353317414178624,0.008117382194340259
2024-08-20,0.4699985567121904,0.011877642795287665,0.4031626913166825,0.008357898455958029
2024-08-21,0.46999860939699967,0.012327642797545585,0.4028040177029303,0.0085948920653633
2024-08-22,0.4699986583709269,0.012777642799644466,0.40245659508294224,0.008828513896266862
2024-08-23,0.4699987040127006,0.013227642801600544,0.4021198998314471,0.009058905532258877
2024-08-24,0.4699987466512087,0.013677642803427908,0.401793440284731,0.009286199976448733
2024-08-25,0.46999878657343497,0.01412764280513886,0.40147675434494334,0.009510522296994528
2024-08-26,0.4699988240309281,0.01457764280674418,0.4011694072956195,0.009731990215179554
2024-08-27,0.46999885924510537,0.015027642808253359,0.40087098980722885,0.009950714641914556
